train_loss,val_loss
0.4297855496406555,0.3778390785058339
0.3547355443239212,0.3193516433238983
0.3051190197467804,0.2792225182056427
0.2700926333665848,0.24965393046538034
0.2428654685616493,0.22488551835219064
0.2197378009557724,0.2045302391052246
0.2010512560606003,0.18858653803666434
0.18764487206935881,0.17942830423514047
0.18204551935195923,0.1788528859615326
0.1849061816930771,0.18568564454714456
0.1920473486185074,0.1913901815811793
0.1935671165585518,0.18828019996484122
0.18846487253904343,0.18197932839393616
0.18226662427186965,0.1763914773861567
0.1775404319167137,0.17278761665026346
0.17467545568943024,0.17074787120024362
0.1731392741203308,0.16970100005467734
0.17230116277933122,0.16901073853174844
0.1715960681438446,0.16823558509349823
0.17081179022789,0.16742033263047537
0.17001933604478836,0.16663766403992972
0.1692861720919609,0.16595367590586343
0.16865513771772384,0.16539162894090018
0.16815355271100998,0.1649631361166636
0.1677846610546112,0.16466936965783438
0.16753805428743362,0.16448257366816202
0.16738643646240234,0.16437727709611258
0.16730737537145615,0.1643302688995997
0.16727590560913086,0.16431841254234314
0.16605434268712999,0.16241523623466492
0.16505247354507446,0.16160727043946585
0.1636812925338745,0.15959863364696503
0.1611781448125839,0.15677773455778757
0.15858912318944932,0.15473628540833792
0.1566663533449173,0.15315528213977814
0.15504641830921173,0.15185638765494028
0.15375631749629975,0.15078015625476837
0.15266700088977814,0.14978386958440146
0.15162809938192368,0.14877072473367056
0.15063965767621995,0.14779951175053915
0.1496584966778755,0.146863987048467
0.14874028265476227,0.14597436288992563
0.14789082258939742,0.14514338970184326
0.14710433036088943,0.14439212282498678
0.1464049592614174,0.14373754958311716
0.1458057463169098,0.14317443470160165
0.14529063701629638,0.14268835882345834
0.1448441341519356,0.14226560294628143
0.14445417374372482,0.1418974349896113
0.14411690086126328,0.14158008992671967
0.14382724612951278,0.14131437738736471
0.14358967095613479,0.14109854896863303
0.14339817613363265,0.14092843731244406
0.1432481065392494,0.14080014328161874
0.14313890039920807,0.14070913195610046
0.14306239634752274,0.14064955214659372
0.1430142715573311,0.1406155377626419
0.14298851191997528,0.14060002068678537
0.1429779976606369,0.140596071879069
0.1423671707510948,0.1392789582411448
0.14111844450235367,0.13804862399895987
0.13996973335742952,0.1368726591269175
0.13886000961065292,0.13573193550109863
0.13772917091846465,0.1346159130334854
0.13660930693149567,0.13349655270576477
0.13551438450813294,0.13239914178848267
0.13440311551094056,0.13132393856843314
0.13330465257167817,0.13027535875638327
0.13222721964120865,0.12923559546470642
0.131199362128973,0.12824452916781107
0.13021697476506233,0.12731665869553885
0.12928225994110107,0.12644697974125543
0.1284174844622612,0.1256501923004786
0.12762106731534004,0.12492435922225316
0.1269146904349327,0.12426464011271794
0.12627157494425773,0.12367161363363266
0.1257024362683296,0.1231466680765152
0.12520236149430275,0.12268932660420735
0.12476774454116821,0.12228602170944214
0.12439495325088501,0.12194303671518962
0.12408317849040032,0.12166103720664978
0.12382772564888,0.12143192440271378
0.12362460494041443,0.1212517445286115
0.12346621006727218,0.12111858278512955
0.12335171923041344,0.12102454404036204
0.12327290698885918,0.12096419682105382
0.12322411015629768,0.12092982729276021
0.1231978602707386,0.12091424812873204
0.12318759933114051,0.12091032912333806
0.12255982160568238,0.11950410902500153
0.12117963880300522,0.11812299738327663
0.11982317045331001,0.11677355319261551
0.11847151294350625,0.11545466880003612
0.11718293502926827,0.11419553061326344
0.11592884585261345,0.11300392945607503
0.11473079919815063,0.11183040837446849
0.1136030487716198,0.11077840626239777
0.11254563480615616,0.10973463207483292
0.11155974790453911,0.10881954928239186
0.11064042299985885,0.10794333865245183
0.10980247482657432,0.10719184825817744
0.10904852598905564,0.10645293444395065
0.10836529806256294,0.10583231846491496
0.10775339305400848,0.10525492827097575
0.10721767023205757,0.10475506633520126
0.10673803389072418,0.10432783265908559
0.10632508918642998,0.10394171625375748
0.1059582181274891,0.10360215604305267
0.10564573109149933,0.10332327087720235
0.10537962093949318,0.1030857985218366
0.10516096949577332,0.10289495438337326
0.10498245134949684,0.10273439188798268
0.10484135746955872,0.10261152187983195
0.10473225265741348,0.10252102464437485
0.10465351492166519,0.102456400791804
0.10460019558668136,0.10241554925839107
0.10456565469503402,0.10239286472400029
0.10454766973853111,0.10238264501094818
0.10454046651721001,0.10238013913234074
0.10413512140512467,0.10152196139097214
0.10324608907103539,0.10060834387938182
0.10240473747253417,0.0998540719350179
0.1015937365591526,0.09902417411406834
0.10085422247648239,0.09834974507490794
0.100095484405756,0.09765042612950008
0.09941420182585717,0.09704584628343582
0.09875201061367989,0.09636763234933217
0.09815499484539032,0.0958013857404391
0.09757157564163207,0.09531421214342117
0.09704129621386529,0.09477439274390538
0.0965561993420124,0.09428283820549647
0.09608336314558982,0.09384324649969737
0.0956730678677559,0.0934053510427475
0.0952851302921772,0.09305453052123387
0.09492707625031471,0.09272018820047379
0.0946179062128067,0.09238480528195699
0.09433194771409034,0.0921357994278272
0.09407982155680657,0.09190032382806142
0.09386943280696869,0.09168893347183864
0.09368926435708999,0.09152348587910335
0.09353382885456085,0.091397891441981
0.09340789392590523,0.0912930394212405
0.09330865219235421,0.0912116567293803
0.09323211386799812,0.09114937980969746
0.09317500740289689,0.09110560019810994
0.0931371808052063,0.0910787433385849
0.09311283752322197,0.09106299032767613
0.09309985488653183,0.09105596443017323
0.09309466704726219,0.09105440477530162
0.09285088852047921,0.09057601789633433
0.09228867888450623,0.08997418234745662
0.09174490869045257,0.0895547221104304
0.09121950790286064,0.08900054295857747
0.09068826958537102,0.08851173520088196
0.09017229899764061,0.08811574925978978
0.08975550979375839,0.08763013531764348
0.08926399052143097,0.08723890533049901
0.08886162340641021,0.08678843080997467
0.0884658582508564,0.08639320482810338
0.08809287026524544,0.08605747669935226
0.08775410279631615,0.08580133070548375
0.0874337337911129,0.08549960951010387
0.08714286834001542,0.08519393453995387
0.08689176738262176,0.08495125671227773
0.08666131272912025,0.08472364644209544
0.08643632680177689,0.08452233175436656
0.08624369800090789,0.08436111609141032
0.08606986328959465,0.08419488370418549
0.08592230379581452,0.08404839038848877
0.08579606041312218,0.0839335024356842
0.0856858916580677,0.08384646475315094
0.08559947609901428,0.08376018454631169
0.08552901521325111,0.08369967838128407
0.08547488823533059,0.08365466942389806
0.08543540090322495,0.08362197875976562
0.08540796190500259,0.08360126862923305
0.08539065942168236,0.0835901473959287
0.08538144081830978,0.0835849940776825
0.08537754118442535,0.08358365297317505
0.08526211231946945,0.08337527761856715
0.08490380346775055,0.08291987826426823
0.08449490517377853,0.08254801730314891
0.08406677767634392,0.08208333204189937
0.0836807943880558,0.08173258850971858
0.08329395055770875,0.08147960404555003
0.08298456594347954,0.08116613825162251
0.08261455371975898,0.08073398967583974
0.08229518234729767,0.08049569527308147
0.08197090402245522,0.080168883005778
0.08169930949807166,0.0798662006855011
0.08139260858297348,0.07963952670494716
0.08113066777586937,0.0794234573841095
0.08090054765343666,0.07917883495489757
0.08066452518105507,0.07897786796092987
0.0804736316204071,0.0787830650806427
0.08028696700930596,0.07865055898825328
0.08011668249964714,0.07853775471448898
0.07998546808958054,0.07837061335643132
0.07984334602952003,0.07826290279626846
0.07973917201161385,0.07816445579131444
0.07964907437562943,0.07808603346347809
0.07957135513424873,0.07802077879508336
0.07950988858938217,0.07796913633743922
0.07946532964706421,0.0779315580924352
0.07943079918622971,0.07790848364432652
0.07940689548850059,0.07789429277181625
0.07939166575670242,0.07788564264774323
0.07938358411192895,0.07788148522377014
0.07938015758991242,0.07788048684597015
0.07931465804576873,0.07762496918439865
0.07905780076980591,0.07742115606864293
0.0787283606827259,0.07705701639254887
0.07839635163545608,0.07682558645804723
0.0780391477048397,0.07648765544096629
0.07777372747659683,0.0762564738591512
0.07751514166593551,0.07600465416908264
0.07722790837287903,0.07575222104787827
0.07691852003335953,0.07551347215970357
0.07663388773798943,0.0752708911895752
0.07637123838067054,0.07509283721446991
0.07615369409322739,0.07484446714321773
0.07588329911231995,0.0746145745118459
0.07567232996225357,0.07448426882425944
0.07546285688877105,0.07422463099161784
0.07528414800763131,0.07410460462172826
0.07511925995349884,0.07394363731145859
0.07494753077626229,0.07379183421532313
0.07481949627399445,0.07368207226196925
0.07470315396785736,0.07358134786287944
0.07459446191787719,0.0735091616710027
0.07451455220580101,0.07343579828739166
0.07443954199552535,0.07338286439577739
0.07438210546970367,0.07333499938249588
0.074341432005167,0.07329877465963364
0.07430860474705696,0.073281429708004
0.07428511828184128,0.07326627771059673
0.07427070662379265,0.07325784365336101
0.07426262646913528,0.07325394203265508
0.07425925657153129,0.07325299332539241
0.07424376979470253,0.07312210152546565
0.07395247519016265,0.07283327728509903
0.07372619062662125,0.07265122731526692
0.07339310571551323,0.07238504538933437
0.07308856248855591,0.07215345899264018
0.07280998453497886,0.0719278131922086
0.07257791236042976,0.0716869259874026
0.07228728160262107,0.07138612121343613
0.07204459086060525,0.07129628956317902
0.07178248763084412,0.07099738468726476
0.07149064168334007,0.07073589911063512
0.0712635912001133,0.07052442183097203
0.07103942930698395,0.07039393732945125
0.07081933170557023,0.07020599643389384
0.07060951367020607,0.07003125051657359
0.07043695598840713,0.06988503783941269
0.07030002623796464,0.06969175736109416
0.0701589934527874,0.06958069155613582
0.07002272754907608,0.06949226806561153
0.06990922838449479,0.0693953533967336
0.06982054635882377,0.06929141779740651
0.0697391651570797,0.06921650966008504
0.06966915428638458,0.06916475544373195
0.06961665898561478,0.06912930806477864
0.06957279518246651,0.06909234325091045
0.06954151690006256,0.06906940539677937
0.06952087581157684,0.06905480474233627
0.0695065550506115,0.06904711822668712
0.06949931383132935,0.06904327124357224
0.06949599385261536,0.06904220084349315
0.06955843791365623,0.0689906378587087
0.06929719969630241,0.0687704732020696
0.06905095651745796,0.06856683641672134
0.06883355900645256,0.06823064386844635
0.06858612596988678,0.06804440667231877
0.06827132478356361,0.06784392396608989
0.06803688257932664,0.06757660210132599
0.06782927960157395,0.06741764893134435
0.06760114580392837,0.06713719169298808
0.0673415370285511,0.06693654755751292
0.06713489219546317,0.06675491482019424
0.06697062700986862,0.06662030269702275
0.0668120600283146,0.06647391368945439
0.06659216433763504,0.066279170413812
0.06643441766500473,0.06612933178742726
0.06626998111605645,0.06602821250756581
0.06613212749361992,0.06586304555336635
0.06601052433252334,0.06576652824878693
0.06589264571666717,0.06569486608107884
0.0657922312617302,0.06559862196445465
0.06570864021778107,0.06552416582902272
0.0656357042491436,0.06546601156393687
0.06557733416557313,0.06541541467110316
0.0655319906771183,0.06538039445877075
0.06549316495656968,0.06535382320483525
0.06546838805079461,0.06533604860305786
0.06544819697737694,0.06532348195711772
0.06543649360537529,0.06531619032224019
0.06542959734797478,0.06531268854935963
0.06542668715119362,0.0653119112054507
